message_id,user_id,username,receiver_id,receiver_name,message,timestamp,is_group,group_id,message_status
28,U003,Charlie,U001,Alice,"Sure, sending it now.",2025-09-20 10:13:32,False,,Pending
29,U002,Bob,U005,Eve,"Sure, sending it now.",2025-09-20 10:12:05,False,,Seen
30,U004,Diana,G001,Team_Project,Did you finish the report?,2025-09-20 10:05:00,True,G001,Pending
31,U001,Alice,G002,Friends_Chat,Good night everyone!,2025-09-20 10:04:08,True,G002,Seen
32,U005,Eve,U003,Charlie,"Sure, sending it now.",2025-09-20 10:07:28,False,,Pending
33,U001,Alice,U005,Eve,"Hey, how are you?",2025-09-20 10:06:36,False,,Pending
34,U002,Bob,U004,Diana,"Sure, sending it now.",2025-09-20 10:15:18,False,,Pending
35,U002,Bob,G002,Friends_Chat,Please review the file.,2025-09-20 10:14:35,True,G002,Seen
36,U003,Charlie,U002,Bob,Let's meet at 5 PM.,2025-09-20 10:14:24,False,,Delivered
37,U005,Eve,G001,Team_Project,I'm almost done with the task.,2025-09-20 10:10:29,True,G001,Delivered
38,U005,Eve,G001,Team_Project,Please review the file.,2025-09-20 10:15:50,True,G001,Delivered
39,U001,Alice,U005,Eve,Good morning!,2025-09-20 10:13:00,False,,Delivered
40,U002,Bob,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 10:16:00,True,G002,Delivered
41,U003,Charlie,U005,Eve,I'm almost done with the task.,2025-09-20 10:19:49,False,,Pending
42,U004,Diana,G002,Friends_Chat,Can you share the document?,2025-09-20 10:11:12,True,G002,Seen
43,U001,Alice,G001,Team_Project,Good morning!,2025-09-20 10:13:37,True,G001,Pending
44,U004,Diana,U001,Alice,Good morning!,2025-09-20 10:18:20,False,,Pending
45,U001,Alice,U002,Bob,Good night everyone!,2025-09-20 10:04:30,False,,Delivered
46,U002,Bob,U005,Eve,See you tomorrow.,2025-09-20 10:15:20,False,,Delivered
47,U005,Eve,G001,Team_Project,Working on it now.,2025-09-20 10:21:09,True,G001,Seen
48,U004,Diana,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 10:17:36,True,G001,Seen
49,U005,Eve,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 10:17:58,True,G001,Seen
50,U004,Diana,G001,Team_Project,Let's meet at 5 PM.,2025-09-20 10:19:10,True,G001,Seen
51,U005,Eve,U004,Diana,Good morning!,2025-09-20 10:05:57,False,,Delivered
52,U005,Eve,G002,Friends_Chat,Good morning!,2025-09-20 10:23:24,True,G002,Delivered
53,U004,Diana,G002,Friends_Chat,That sounds great!,2025-09-20 10:15:54,True,G002,Seen
54,U003,Charlie,U004,Diana,Working on it now.,2025-09-20 10:24:18,False,,Delivered
55,U005,Eve,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 10:07:20,True,G002,Pending
56,U002,Bob,U005,Eve,Let's meet at 5 PM.,2025-09-20 10:20:32,False,,Delivered
57,U002,Bob,G002,Friends_Chat,Can you share the document?,2025-09-20 10:25:39,True,G002,Seen
58,U003,Charlie,U002,Bob,Reminder: deadline is tomorrow!,2025-09-20 10:08:42,False,,Pending
59,U002,Bob,G002,Friends_Chat,Good night everyone!,2025-09-20 10:17:42,True,G002,Pending
60,U001,Alice,G002,Friends_Chat,See you tomorrow.,2025-09-20 10:12:00,True,G002,Delivered
61,U002,Bob,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 10:24:24,True,G002,Delivered
62,U004,Diana,U002,Bob,See you tomorrow.,2025-09-20 10:17:34,False,,Pending
63,U001,Alice,G002,Friends_Chat,"Sure, sending it now.",2025-09-20 10:16:48,True,G002,Pending
64,U004,Diana,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 10:18:08,True,G002,Delivered
65,U003,Charlie,G001,Team_Project,"Hey, how are you?",2025-09-20 10:08:40,True,G001,Pending
66,U004,Diana,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 10:15:24,True,G001,Delivered
67,U004,Diana,U003,Charlie,Please review the file.,2025-09-20 10:12:17,False,,Delivered
68,U002,Bob,G002,Friends_Chat,Good night everyone!,2025-09-20 10:22:40,True,G002,Seen
69,U005,Eve,U002,Bob,I’ll join the call soon.,2025-09-20 10:11:30,False,,Delivered
70,U004,Diana,G002,Friends_Chat,That sounds great!,2025-09-20 10:33:50,True,G002,Delivered
71,U001,Alice,U004,Diana,Can you share the document?,2025-09-20 10:23:40,False,,Seen
72,U002,Bob,U001,Alice,Good night everyone!,2025-09-20 10:06:00,False,,Pending
73,U005,Eve,G001,Team_Project,Did you finish the report?,2025-09-20 10:07:18,True,G001,Pending
74,U004,Diana,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 10:25:54,True,G002,Delivered
75,U003,Charlie,G002,Friends_Chat,Did you finish the report?,2025-09-20 10:11:15,True,G002,Seen
76,U002,Bob,U003,Charlie,I'm almost done with the task.,2025-09-20 10:30:24,False,,Pending
77,U001,Alice,U005,Eve,Let's meet at 5 PM.,2025-09-20 10:08:59,False,,Pending
78,U002,Bob,U003,Charlie,Good morning!,2025-09-20 10:28:36,False,,Delivered
79,U005,Eve,G002,Friends_Chat,Good night everyone!,2025-09-20 10:18:26,True,G002,Pending
80,U001,Alice,G001,Team_Project,Good night everyone!,2025-09-20 10:38:40,True,G001,Pending
81,U005,Eve,U004,Diana,I'm almost done with the task.,2025-09-20 10:16:12,False,,Pending
82,U003,Charlie,U005,Eve,That sounds great!,2025-09-20 10:23:14,False,,Delivered
83,U002,Bob,U005,Eve,Working on it now.,2025-09-20 10:20:45,False,,Pending
84,U003,Charlie,U001,Alice,Can you share the document?,2025-09-20 10:09:48,False,,Pending
85,U001,Alice,U003,Charlie,Good night everyone!,2025-09-20 10:08:30,False,,Delivered
86,U003,Charlie,U004,Diana,Did you finish the report?,2025-09-20 10:43:00,False,,Seen
87,U005,Eve,U003,Charlie,I'm almost done with the task.,2025-09-20 10:15:57,False,,Seen
88,U003,Charlie,U002,Bob,What’s the plan for today?,2025-09-20 10:17:36,False,,Delivered
89,U001,Alice,U003,Charlie,"Sure, sending it now.",2025-09-20 10:22:15,False,,Pending
90,U004,Diana,U001,Alice,Can you share the document?,2025-09-20 10:09:00,False,,Delivered
91,U002,Bob,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 10:25:47,True,G002,Seen
92,U002,Bob,G001,Team_Project,I'm almost done with the task.,2025-09-20 10:32:12,True,G001,Pending
93,U001,Alice,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 10:09:18,True,G001,Delivered
94,U001,Alice,G001,Team_Project,I’ll join the call soon.,2025-09-20 10:21:56,True,G001,Delivered
95,U002,Bob,G002,Friends_Chat,Reminder: deadline is tomorrow!,2025-09-20 10:26:55,True,G002,Pending
96,U003,Charlie,G001,Team_Project,What’s the plan for today?,2025-09-20 10:44:48,True,G001,Pending
97,U001,Alice,G001,Team_Project,I’ll join the call soon.,2025-09-20 10:16:10,True,G001,Pending
98,U001,Alice,U005,Eve,Good morning!,2025-09-20 10:14:42,False,,Seen
99,U001,Alice,G002,Friends_Chat,What’s the plan for today?,2025-09-20 10:33:00,True,G002,Pending
100,U001,Alice,U005,Eve,I’ll join the call soon.,2025-09-20 10:10:00,False,,Pending
101,U004,Diana,G001,Team_Project,I'm almost done with the task.,2025-09-20 10:42:05,True,G001,Pending
102,U002,Bob,U001,Alice,That sounds great!,2025-09-20 10:47:36,False,,Delivered
103,U005,Eve,U004,Diana,Working on it now.,2025-09-20 10:36:03,False,,Delivered
104,U002,Bob,U001,Alice,Let's meet at 5 PM.,2025-09-20 10:48:32,False,,Delivered
105,U002,Bob,U005,Eve,Working on it now.,2025-09-20 10:08:45,False,,Seen
106,U004,Diana,U005,Eve,Working on it now.,2025-09-20 10:37:06,False,,Pending
107,U005,Eve,G001,Team_Project,What’s the plan for today?,2025-09-20 10:30:19,True,G001,Pending
108,U005,Eve,U003,Charlie,What’s the plan for today?,2025-09-20 10:43:12,False,,Pending
109,U001,Alice,U004,Diana,Did you finish the report?,2025-09-20 10:52:41,False,,Pending
110,U002,Bob,U005,Eve,"Hey, how are you?",2025-09-20 10:55:00,False,,Seen
111,U005,Eve,U002,Bob,That sounds great!,2025-09-20 10:25:54,False,,Seen
112,U004,Diana,U003,Charlie,Can you share the document?,2025-09-20 10:39:12,False,,Seen
113,U004,Diana,U005,Eve,Please review the file.,2025-09-20 10:47:05,False,,Delivered
114,U004,Diana,G002,Friends_Chat,Did you finish the report?,2025-09-20 10:11:24,True,G002,Seen
115,U005,Eve,U001,Alice,Good morning!,2025-09-20 10:15:20,False,,Seen
116,U003,Charlie,U002,Bob,"Sure, sending it now.",2025-09-20 10:44:28,False,,Pending
117,U003,Charlie,U004,Diana,Let's meet at 5 PM.,2025-09-20 10:33:09,False,,Pending
118,U003,Charlie,G001,Team_Project,"Sure, sending it now.",2025-09-20 10:51:08,True,G001,Seen
119,U004,Diana,U002,Bob,Let's meet at 5 PM.,2025-09-20 10:45:37,False,,Pending
120,U001,Alice,U004,Diana,Let's meet at 5 PM.,2025-09-20 10:50:00,False,,Seen
121,U005,Eve,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 10:56:28,True,G001,Delivered
122,U005,Eve,G001,Team_Project,Did you finish the report?,2025-09-20 10:28:28,True,G001,Seen
123,U005,Eve,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 10:32:48,True,G002,Seen
124,U005,Eve,U001,Alice,"Sure, sending it now.",2025-09-20 10:14:28,False,,Seen
125,U001,Alice,G001,Team_Project,Good morning!,2025-09-20 10:43:45,True,G001,Seen
126,U002,Bob,U003,Charlie,I'm almost done with the task.,2025-09-20 10:52:30,False,,Delivered
127,U002,Bob,G001,Team_Project,What’s the plan for today?,2025-09-20 10:12:42,True,G001,Delivered
128,U002,Bob,U001,Alice,Good morning!,2025-09-20 10:25:36,False,,Delivered
129,U004,Diana,G001,Team_Project,That sounds great!,2025-09-20 10:27:57,True,G001,Delivered
130,U002,Bob,U004,Diana,Good night everyone!,2025-09-20 10:54:10,False,,Pending
131,U003,Charlie,U002,Bob,Did you finish the report?,2025-09-20 11:01:08,False,,Delivered
132,U002,Bob,U001,Alice,I'm almost done with the task.,2025-09-20 11:06:00,False,,Delivered
133,U004,Diana,G001,Team_Project,I'm almost done with the task.,2025-09-20 10:53:12,True,G001,Seen
134,U001,Alice,U005,Eve,Can you share the document?,2025-09-20 10:15:38,False,,Delivered
135,U004,Diana,G001,Team_Project,See you tomorrow.,2025-09-20 10:36:00,True,G001,Pending
136,U002,Bob,U001,Alice,Can you share the document?,2025-09-20 11:03:28,False,,Delivered
137,U003,Charlie,U004,Diana,"Sure, sending it now.",2025-09-20 10:41:06,False,,Seen
138,U002,Bob,U005,Eve,"Sure, sending it now.",2025-09-20 10:18:24,False,,Delivered
139,U001,Alice,U003,Charlie,What’s the plan for today?,2025-09-20 10:11:35,False,,Delivered
140,U004,Diana,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 10:44:20,True,G002,Pending
141,U005,Eve,U004,Diana,Let's meet at 5 PM.,2025-09-20 11:10:30,False,,Pending
142,U005,Eve,G002,Friends_Chat,Good morning!,2025-09-20 10:54:26,True,G002,Delivered
143,U002,Bob,G002,Friends_Chat,Let's meet at 5 PM.,2025-09-20 10:30:59,True,G002,Delivered
144,U004,Diana,G002,Friends_Chat,That sounds great!,2025-09-20 10:43:12,True,G002,Seen
145,U001,Alice,G002,Friends_Chat,That sounds great!,2025-09-20 10:50:45,True,G002,Delivered
146,U001,Alice,U005,Eve,I'm almost done with the task.,2025-09-20 11:05:42,False,,Delivered
147,U003,Charlie,G001,Team_Project,"Hey, how are you?",2025-09-20 10:14:42,True,G001,Seen
148,U005,Eve,U002,Bob,Please review the file.,2025-09-20 11:09:04,False,,Seen
149,U002,Bob,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 10:29:48,True,G001,Seen
150,U002,Bob,G001,Team_Project,"Hey, how are you?",2025-09-20 10:35:00,True,G001,Delivered
151,U002,Bob,G002,Friends_Chat,Reminder: deadline is tomorrow!,2025-09-20 10:37:45,True,G002,Delivered
152,U005,Eve,G002,Friends_Chat,Can you share the document?,2025-09-20 10:20:16,True,G002,Delivered
153,U005,Eve,G002,Friends_Chat,Good night everyone!,2025-09-20 10:17:51,True,G002,Delivered
154,U004,Diana,U003,Charlie,Did you finish the report?,2025-09-20 10:20:32,False,,Delivered
155,U001,Alice,U005,Eve,"Hey, how are you?",2025-09-20 11:04:35,False,,Seen
156,U002,Bob,G001,Team_Project,Working on it now.,2025-09-20 10:59:48,True,G001,Delivered
157,U002,Bob,G001,Team_Project,Good night everyone!,2025-09-20 10:54:57,True,G001,Pending
158,U001,Alice,U004,Diana,That sounds great!,2025-09-20 10:26:20,False,,Seen
159,U005,Eve,U004,Diana,Can you share the document?,2025-09-20 10:53:00,False,,Delivered
160,U002,Bob,U003,Charlie,Please review the file.,2025-09-20 11:06:40,False,,Pending
161,U001,Alice,G001,Team_Project,I'm almost done with the task.,2025-09-20 10:18:47,True,G001,Delivered
162,U004,Diana,G002,Friends_Chat,Good night everyone!,2025-09-20 10:29:42,True,G002,Delivered
163,U001,Alice,U002,Bob,Did you finish the report?,2025-09-20 11:07:55,False,,Pending
164,U001,Alice,G002,Friends_Chat,Can you share the document?,2025-09-20 10:57:24,True,G002,Seen
165,U003,Charlie,U002,Bob,Please review the file.,2025-09-20 10:38:30,False,,Pending
166,U003,Charlie,G001,Team_Project,See you tomorrow.,2025-09-20 10:22:08,True,G001,Seen
167,U004,Diana,G002,Friends_Chat,Good morning!,2025-09-20 11:04:01,True,G002,Seen
168,U005,Eve,U001,Alice,I'm almost done with the task.,2025-09-20 10:56:00,False,,Seen
169,U004,Diana,G002,Friends_Chat,Please review the file.,2025-09-20 11:07:36,True,G002,Seen
170,U001,Alice,U004,Diana,Good morning!,2025-09-20 10:22:40,False,,Seen
171,U002,Bob,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 10:37:03,True,G001,Seen
172,U004,Diana,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 10:40:08,True,G002,Delivered
173,U003,Charlie,U002,Bob,I'm almost done with the task.,2025-09-20 10:25:57,False,,Pending
174,U005,Eve,G002,Friends_Chat,Can you share the document?,2025-09-20 11:18:18,True,G002,Pending
175,U001,Alice,U003,Charlie,See you tomorrow.,2025-09-20 10:40:50,False,,Pending
176,U005,Eve,U003,Charlie,Please review the file.,2025-09-20 11:19:12,False,,Delivered
177,U001,Alice,G002,Friends_Chat,That sounds great!,2025-09-20 11:01:57,True,G002,Pending
178,U003,Charlie,G002,Friends_Chat,Can you share the document?,2025-09-20 10:26:42,True,G002,Delivered
179,U002,Bob,U001,Alice,Did you finish the report?,2025-09-20 11:08:37,False,,Pending
180,U001,Alice,G002,Friends_Chat,Did you finish the report?,2025-09-20 10:33:00,True,G002,Delivered
181,U002,Bob,G001,Team_Project,What’s the plan for today?,2025-09-20 10:42:14,True,G001,Seen
182,U003,Charlie,U004,Diana,I’ll join the call soon.,2025-09-20 11:00:40,False,,Seen
183,U002,Bob,G002,Friends_Chat,Please review the file.,2025-09-20 11:25:24,True,G002,Pending
184,U004,Diana,U002,Bob,Good morning!,2025-09-20 10:42:56,False,,Seen
185,U005,Eve,G001,Team_Project,Good night everyone!,2025-09-20 10:18:30,True,G001,Seen
186,U003,Charlie,U002,Bob,Let's meet at 5 PM.,2025-09-20 11:17:30,False,,Seen
187,U001,Alice,U004,Diana,Let's meet at 5 PM.,2025-09-20 11:02:20,False,,Delivered
188,U005,Eve,G002,Friends_Chat,Working on it now.,2025-09-20 10:21:56,True,G002,Seen
189,U003,Charlie,G001,Team_Project,I'm almost done with the task.,2025-09-20 10:18:54,True,G001,Seen
190,U005,Eve,U001,Alice,Working on it now.,2025-09-20 11:06:30,False,,Pending
191,U001,Alice,G002,Friends_Chat,Good morning!,2025-09-20 10:50:56,True,G002,Seen
192,U003,Charlie,G002,Friends_Chat,Good morning!,2025-09-20 11:36:00,True,G002,Pending
193,U003,Charlie,G002,Friends_Chat,"Sure, sending it now.",2025-09-20 10:16:05,True,G002,Pending
194,U004,Diana,U001,Alice,Please review the file.,2025-09-20 11:01:26,False,,Pending
195,U001,Alice,U005,Eve,Please review the file.,2025-09-20 11:14:45,False,,Seen
196,U005,Eve,U003,Charlie,I'm almost done with the task.,2025-09-20 11:34:44,False,,Pending
197,U002,Bob,G002,Friends_Chat,"Sure, sending it now.",2025-09-20 11:35:13,True,G002,Seen
198,U001,Alice,U005,Eve,See you tomorrow.,2025-09-20 11:39:00,False,,Seen
199,U001,Alice,G001,Team_Project,Can you share the document?,2025-09-20 11:12:58,True,G001,Delivered
200,U005,Eve,U003,Charlie,"Hey, how are you?",2025-09-20 11:16:40,False,,Seen
201,U002,Bob,G002,Friends_Chat,Working on it now.,2025-09-20 11:23:45,True,G002,Pending
202,U003,Charlie,G001,Team_Project,That sounds great!,2025-09-20 10:23:34,True,G001,Pending
203,U003,Charlie,U004,Diana,Working on it now.,2025-09-20 10:23:41,False,,Pending
204,U003,Charlie,G002,Friends_Chat,Did you finish the report?,2025-09-20 10:51:00,True,G002,Delivered
205,U004,Diana,G002,Friends_Chat,"Sure, sending it now.",2025-09-20 10:51:15,True,G002,Delivered
206,U001,Alice,U005,Eve,I'm almost done with the task.,2025-09-20 11:32:42,False,,Delivered
207,U002,Bob,U001,Alice,Please review the file.,2025-09-20 11:12:27,False,,Delivered
208,U005,Eve,G001,Team_Project,I’ll join the call soon.,2025-09-20 10:58:56,True,G001,Seen
209,U001,Alice,G001,Team_Project,Good night everyone!,2025-09-20 11:09:40,True,G001,Delivered
210,U003,Charlie,U001,Alice,That sounds great!,2025-09-20 10:28:00,False,,Seen
211,U001,Alice,G002,Friends_Chat,Good night everyone!,2025-09-20 11:34:57,True,G002,Pending
212,U004,Diana,U002,Bob,See you tomorrow.,2025-09-20 10:17:40,False,,Seen
213,U003,Charlie,U005,Eve,I'm almost done with the task.,2025-09-20 10:56:48,False,,Delivered
214,U003,Charlie,U001,Alice,"Sure, sending it now.",2025-09-20 10:24:58,False,,Seen
215,U004,Diana,G002,Friends_Chat,What’s the plan for today?,2025-09-20 11:04:30,True,G002,Seen
216,U002,Bob,U001,Alice,What’s the plan for today?,2025-09-20 10:57:36,False,,Delivered
217,U004,Diana,U003,Charlie,Can you share the document?,2025-09-20 11:19:34,False,,Pending
218,U004,Diana,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 11:12:40,True,G002,Pending
219,U002,Bob,G001,Team_Project,Did you finish the report?,2025-09-20 11:31:15,True,G001,Seen
220,U002,Bob,G002,Friends_Chat,What’s the plan for today?,2025-09-20 11:02:20,True,G002,Delivered
221,U001,Alice,G001,Team_Project,Can you share the document?,2025-09-20 10:18:25,True,G001,Pending
222,U004,Diana,G001,Team_Project,I'm almost done with the task.,2025-09-20 11:06:36,True,G001,Seen
223,U005,Eve,U003,Charlie,Good morning!,2025-09-20 11:10:37,False,,Delivered
224,U001,Alice,G001,Team_Project,"Hey, how are you?",2025-09-20 10:41:04,True,G001,Seen
225,U002,Bob,U005,Eve,Working on it now.,2025-09-20 11:26:15,False,,Pending
226,U004,Diana,U001,Alice,"Hey, how are you?",2025-09-20 10:37:40,False,,Delivered
227,U001,Alice,G001,Team_Project,Working on it now.,2025-09-20 10:41:37,True,G001,Seen
228,U004,Diana,G001,Team_Project,I'm almost done with the task.,2025-09-20 11:46:24,True,G001,Pending
229,U005,Eve,G001,Team_Project,Good night everyone!,2025-09-20 11:54:30,True,G001,Delivered
230,U003,Charlie,U005,Eve,That sounds great!,2025-09-20 11:01:20,False,,Seen
231,U002,Bob,G001,Team_Project,Let's meet at 5 PM.,2025-09-20 11:51:39,True,G001,Pending
232,U004,Diana,G002,Friends_Chat,See you tomorrow.,2025-09-20 11:25:04,True,G002,Delivered
233,U002,Bob,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 10:34:57,True,G002,Seen
234,U001,Alice,G001,Team_Project,I'm almost done with the task.,2025-09-20 11:25:48,True,G001,Delivered
235,U001,Alice,U004,Diana,That sounds great!,2025-09-20 10:23:30,False,,Seen
236,U004,Diana,U003,Charlie,Can you share the document?,2025-09-20 11:02:56,False,,Pending
237,U004,Diana,U005,Eve,"Sure, sending it now.",2025-09-20 10:23:42,False,,Seen
238,U005,Eve,G002,Friends_Chat,Please review the file.,2025-09-20 11:19:20,True,G002,Seen
239,U001,Alice,G001,Team_Project,Working on it now.,2025-09-20 11:59:30,True,G001,Seen
240,U001,Alice,G002,Friends_Chat,See you tomorrow.,2025-09-20 10:24:00,True,G002,Seen
241,U005,Eve,G002,Friends_Chat,"Hey, how are you?",2025-09-20 10:28:07,True,G002,Seen
242,U001,Alice,U004,Diana,Good morning!,2025-09-20 11:40:50,False,,Pending
243,U004,Diana,G002,Friends_Chat,Let's meet at 5 PM.,2025-09-20 10:32:24,True,G002,Pending
244,U005,Eve,G001,Team_Project,I'm almost done with the task.,2025-09-20 10:44:44,True,G001,Seen
245,U003,Charlie,U002,Bob,That sounds great!,2025-09-20 12:02:30,False,,Seen
246,U001,Alice,G002,Friends_Chat,Let's meet at 5 PM.,2025-09-20 11:46:36,True,G002,Delivered
247,U002,Bob,U005,Eve,Did you finish the report?,2025-09-20 11:22:20,False,,Seen
248,U004,Diana,U005,Eve,That sounds great!,2025-09-20 11:30:56,False,,Pending
249,U004,Diana,G001,Team_Project,Can you share the document?,2025-09-20 11:47:54,True,G001,Seen
250,U002,Bob,U004,Diana,Can you share the document?,2025-09-20 10:29:10,False,,Pending
251,U003,Charlie,U001,Alice,What’s the plan for today?,2025-09-20 11:48:46,False,,Seen
252,U001,Alice,U002,Bob,Working on it now.,2025-09-20 10:37:48,False,,Seen
253,U004,Diana,G001,Team_Project,Reminder: deadline is tomorrow!,2025-09-20 11:24:20,True,G001,Delivered
254,U004,Diana,G001,Team_Project,"Hey, how are you?",2025-09-20 12:07:00,True,G001,Delivered
255,U005,Eve,U004,Diana,Reminder: deadline is tomorrow!,2025-09-20 10:38:15,False,,Pending
256,U004,Diana,U005,Eve,Working on it now.,2025-09-20 11:08:16,False,,Delivered
257,U002,Bob,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 10:21:25,True,G002,Delivered
258,U002,Bob,U005,Eve,Did you finish the report?,2025-09-20 10:30:06,False,,Pending
259,U001,Alice,G001,Team_Project,"Hey, how are you?",2025-09-20 11:30:39,True,G001,Pending
260,U003,Charlie,U002,Bob,Can you share the document?,2025-09-20 12:01:20,False,,Seen
261,U004,Diana,G001,Team_Project,I'm almost done with the task.,2025-09-20 10:52:12,True,G001,Delivered
262,U001,Alice,U005,Eve,I'm almost done with the task.,2025-09-20 10:21:50,False,,Pending
263,U004,Diana,G001,Team_Project,Good night everyone!,2025-09-20 11:14:31,True,G001,Pending
264,U003,Charlie,U005,Eve,Good night everyone!,2025-09-20 11:58:48,False,,Seen
265,U002,Bob,U003,Charlie,See you tomorrow.,2025-09-20 11:23:55,False,,Pending
266,U005,Eve,U001,Alice,Can you share the document?,2025-09-20 11:19:48,False,,Delivered
267,U003,Charlie,G001,Team_Project,Good night everyone!,2025-09-20 11:46:48,True,G001,Pending
268,U002,Bob,U003,Charlie,I'm almost done with the task.,2025-09-20 11:24:52,False,,Delivered
269,U001,Alice,U005,Eve,See you tomorrow.,2025-09-20 11:47:36,False,,Delivered
270,U005,Eve,U004,Diana,I'm almost done with the task.,2025-09-20 10:27:00,False,,Seen
271,U004,Diana,U001,Alice,What’s the plan for today?,2025-09-20 11:12:16,False,,Pending
272,U005,Eve,G001,Team_Project,Good morning!,2025-09-20 11:44:16,True,G001,Pending
273,U002,Bob,G002,Friends_Chat,What’s the plan for today?,2025-09-20 12:07:24,True,G002,Delivered
274,U004,Diana,U003,Charlie,"Sure, sending it now.",2025-09-20 10:45:40,False,,Pending
275,U003,Charlie,G002,Friends_Chat,That sounds great!,2025-09-20 12:12:55,True,G002,Pending
276,U003,Charlie,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 10:46:00,True,G002,Seen
277,U005,Eve,U004,Diana,Please review the file.,2025-09-20 11:36:57,False,,Seen
278,U002,Bob,G002,Friends_Chat,Can you share the document?,2025-09-20 11:37:18,True,G002,Seen
279,U002,Bob,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 11:19:03,True,G002,Delivered
280,U005,Eve,G001,Team_Project,What’s the plan for today?,2025-09-20 11:24:00,True,G001,Seen
281,U003,Charlie,U005,Eve,"Sure, sending it now.",2025-09-20 11:52:24,False,,Delivered
282,U001,Alice,G001,Team_Project,What’s the plan for today?,2025-09-20 11:29:18,True,G001,Seen
283,U005,Eve,G002,Friends_Chat,I’ll join the call soon.,2025-09-20 11:57:55,True,G002,Delivered
284,U003,Charlie,U001,Alice,Good night everyone!,2025-09-20 11:34:40,False,,Delivered
285,U002,Bob,G002,Friends_Chat,I'm almost done with the task.,2025-09-20 11:58:45,True,G002,Delivered
286,U003,Charlie,U001,Alice,See you tomorrow.,2025-09-20 10:28:36,False,,Delivered
